customer_key,customer_code,first_name,last_name,email,age_group,gender,loyalty_tier,signup_date
4360,CUST-04360,Bongani,Botha,customer4360@email.com,35-44,F,Platinum,2023-11-30
4361,CUST-04361,David,Pretorius,customer4361@email.com,45-54,M,Bronze,2022-01-23
4362,CUST-04362,Pieter,Visser,customer4362@email.com,18-24,F,Bronze,2022-05-18
4363,CUST-04363,Yolanda,Ndlovu,customer4363@email.com,25-34,F,Gold,2021-02-11
4364,CUST-04364,Thabo,Nkosi,customer4364@email.com,18-24,M,Silver,2022-04-20
4365,CUST-04365,Faith,Ndlovu,customer4365@email.com,25-34,M,Platinum,2020-06-23
4366,CUST-04366,Andrew,Dlamini,customer4366@email.com,35-44,F,Gold,2021-08-02
4367,CUST-04367,Pieter,Maluleke,,55+,M,Bronze,2018-10-03
4368,CUST-04368,David,Mahlangu,customer4368@email.com,25-34,M,Silver,2019-02-27
4369,CUST-04369,Johan,Botha,customer4369@email.com,25-34,M,Bronze,2021-10-09
4370,CUST-04370,Hendrik,Visser,customer4370@email.com,55+,F,Platinum,2018-03-24
4371,CUST-04371,Thabo,Pretorius,customer4371@email.com,45-54,F,Platinum,2023-11-22
4372,CUST-04372,Lebo,Naidoo,customer4372@email.com,25-34,F,Platinum,2023-05-05
4373,CUST-04373,Sarah,Botha,customer4373@email.com,25-34,F,Platinum,2023-10-13
4374,CUST-04374,NALEDI,Coetzee,customer4374@email.com,35-44,M,Platinum,2021-08-27
4375,CUST-04375,Hendrik,Cele,customer4375@email.com,45-54,M,Silver,2018-07-09
4376,CUST-04376,Naledi,Mahlangu,customer4376@email.com,18-24,M,Silver,2018-04-22
4377,CUST-04377,Andrew,Botha,customer4377@email.com,55+,M,Bronze,2023-01-12
4378,CUST-04378,David,Pillay,customer4378@email.com,45-54,F,Bronze,2021-12-09
4379,CUST-04379,Lerato,Maluleke,customer4379@email.com,25-34,F,Platinum,2022-12-17
4380,CUST-04380,Lebo,Naidoo,customer4380@email.com,18-24,F,Bronze,2023-03-01
4381,CUST-04381,Brenda,Naidoo,customer4381@email.com,25-34,F,Bronze,2022-02-02
4382,CUST-04382,Andrew,Kruger,customer4382@email.com,18-24,F,Gold,2022-02-28
4383,CUST-04383,Ayanda,Mokoena,customer4383@email.com,45-54,M,Bronze,2022-08-29
4384,CUST-04384,Faith,Patel,customer4384@email.com,25-34,F,Platinum,2018-04-26
4385,CUST-04385,Tumi,Naidoo,customer4385@email.com,35-44,M,Bronze,2019-04-03
4386,CUST-04386,  Lerato,Botha,customer4386@email.com,55+,M,Platinum,2020-02-27
4387,CUST-04387,Tumi,Jacobs,customer4387@email.com,25-34,F,Platinum,2023-08-18
4388,CUST-04388,Priya,Cele,customer4388@email.com,45-54,F,Gold,2022-06-05
4389,CUST-04389,Sarah,Dlamini,customer4389@email.com,45-54,M,Gold,2021-12-28
4390,CUST-04390,Priya,Cele,customer4390@email.com,45-54,M,Bronze,2022-12-16
4391,CUST-04391,Thandi,Smith,customer4391@email.com,55+,M,Bronze,2023-08-19
4392,CUST-04392,Lebo,Williams,customer4392@email.com,45-54,F,Platinum,2021-11-04
4393,CUST-04393,Karabo,Visser,customer4393@email.com,18-24,F,Bronze,2019-04-13
4394,CUST-04394,Karabo,Dlamini,customer4394@email.com,18-24,F,Silver,2020-09-29
4395,CUST-04395,Thandi,Pretorius,customer4395@email.com,35-44,F,Silver,2021-11-07
4396,CUST-04396,Lerato,botha,customer4396@email.com,18-24,M,Bronze,2021-12-30
4397,CUST-04397,Yolanda,Smith,customer4397@email.com,25-34,F,Bronze,2019-07-19
4398,CUST-04398,Naledi,Ndlovu,customer4398@email.com,55+,M,Bronze,2021-06-14
4399,CUST-04399,Sarah,Kruger,customer4399@email.com,25-34,F,Bronze,2018-06-16
4400,CUST-04400,Kagiso,Khumalo,customer4400@email.com,55+,M,Silver,2021-08-25
4401,CUST-04401,Sipho,Pretorius,customer4401@email.com,25-34,F,Bronze,2021-04-30
4402,CUST-04402,Lebo,Kruger,customer4402@email.com,55+,M,Platinum,2020-10-11
4403,CUST-04403,Sipho,Tshabalala,customer4403@email.com,35-44,F,Silver,2018-03-16
4404,CUST-04404,  Lebo,Mahlangu,customer4404@email.com,45-54,M,Silver,2019-03-25
4405,CUST-04405,Refilwe,Pretorius,,18-24,F,Silver,2023-08-15
4406,CUST-04406,Kagiso,Williams,customer4406@email.com,45-54,M,Gold,2021-04-19
4407,CUST-04407,Thabo,Williams,customer4407@email.com,45-54,M,Bronze,2022-08-02
4408,CUST-04408,Michael,Botha,customer4408@email.com,45-54,F,Silver,2022-12-13
4409,CUST-04409,Thabo,Cele,customer4409@email.com,55+,F,Silver,2023-08-03
4410,CUST-04410,Zanele,Jacobs,customer4410@email.com,18-24,F,Bronze,2023-01-23
4411,CUST-04411,Lebo,Botha,customer4411@email.com,35-44,M,Silver,2018-05-31
4412,CUST-04412,Sanele,Nkosi,customer4412@email.com,35-44,M,Platinum,2022-09-06
4413,CUST-04413,Zanele,Mthembu,customer4413@email.com,55+,M,Silver,2021-11-14
4414,CUST-04414,Hendrik,Visser,customer4414@email.com,55+,M,Platinum,2018-12-20
4415,CUST-04415,Johan,Tshabalala,customer4415@email.com,25-34,M,Silver,2022-10-22
4416,CUST-04416,Nomvula,Visser,customer4416@email.com,25-34,F,Bronze,2021-08-25
4417,CUST-04417,Sanele,sithole,customer4417@email.com,35-44,F,Bronze,2019-05-11
4418,CUST-04418,Yolanda,cele,customer4418@email.com,35-44,M,Bronze,2020-02-19
4419,CUST-04419,Aisha,Naidoo,customer4419@email.com,25-34,M,Bronze,2022-10-29
4420,CUST-04420,Kagiso,Mthembu,customer4420@email.com,55+,F,Bronze,2018-02-06
4421,CUST-04421,Priya,Patel,customer4421@email.com,18-24,F,Silver,2021-10-21
4422,CUST-04422,Hendrik,Williams,customer4422@email.com,25-34,M,Silver,2023-11-23
4423,CUST-04423,Thabo,Sithole,,55+,M,Silver,2020-01-26
4424,CUST-04424,Tumi,van der Merwe,customer4424@email.com,25-34,M,Silver,2020-10-10
4425,CUST-04425,Aisha,Maluleke,customer4425@email.com,55+,M,Silver,2021-10-07
4426,CUST-04426,Lebo,Smith,customer4426@email.com,55+,M,Silver,2021-04-20
4427,CUST-04427,David,Mthembu,customer4427@email.com,45-54,M,Platinum,2021-11-20
4428,CUST-04428,Sanele,Tshabalala,customer4428@email.com,35-44,M,Silver,2018-01-19
4429,CUST-04429,Lebo,Coetzee,customer4429@email.com,18-24,F,Bronze,2020-02-23
4430,CUST-04430,Hendrik,Mosia,customer4430@email.com,35-44,M,Bronze,2018-03-02
4431,CUST-04431,Sipho,Khumalo,customer4431@email.com,18-24,M,Bronze,2021-07-30
4432,CUST-04432,Naledi,Pillay,customer4432@email.com,18-24,M,Silver,2018-08-27
4433,CUST-04433,Tumi,Mosia,customer4433@email.com,18-24,F,Bronze,2018-10-22
4434,CUST-04434,Faith,Reddy,customer4434@email.com,25-34,F,Platinum,2023-06-09
4435,CUST-04435,Lerato,Naidoo,customer4435@email.com,55+,F,Platinum,2018-02-20
4436,CUST-04436,Thabo,Botha,,45-54,M,Platinum,2019-08-02
4437,CUST-04437,Aisha,Smith,customer4437@email.com,18-24,M,Platinum,2021-10-11
4438,CUST-04438,Hendrik,Coetzee,customer4438@email.com,45-54,M,Bronze,2018-06-26
4439,CUST-04439,Sipho,Pretorius,customer4439@email.com,18-24,F,Bronze,2023-07-27
4440,CUST-04440,Ayanda,Mabaso,customer4440@email.com,25-34,F,Silver,2021-12-20
4441,CUST-04441,Naledi,Coetzee,customer4441@email.com,45-54,M,Bronze,2019-01-16
4442,CUST-04442,David,Dlamini,customer4442@email.com,18-24,F,Platinum,2023-02-01
4443,CUST-04443,NOMVULA,Ndlovu,customer4443@email.com,18-24,F,Platinum,2018-04-18
4444,CUST-04444,Rashid,Tshabalala,customer4444@email.com,35-44,F,Bronze,2019-12-28
4445,CUST-04445,Tumi,Naidoo,customer4445@email.com,55+,M,Bronze,2023-12-10
4446,CUST-04446,Johan,Mahlangu,customer4446@email.com,55+,M,Bronze,2019-09-18
4447,CUST-04447,Aisha,Ndlovu,customer4447@email.com,18-24,F,Silver,2018-06-02
4448,CUST-04448,Nthabiseng,Reddy,customer4448@email.com,35-44,M,Gold,2022-02-15
4449,CUST-04449,Lerato,Pretorius,customer4449@email.com,18-24,F,Platinum,2018-08-02
4450,CUST-04450,Lebo,Ndlovu,customer4450@email.com,55+,M,Silver,2022-08-11
4451,CUST-04451,Sanele,Jacobs,,55+,M,Silver,2021-10-09
4452,CUST-04452,Brenda,Jacobs,customer4452@email.com,55+,M,Gold,2018-05-09
4453,CUST-04453,Nomvula,van der Merwe,customer4453@email.com,35-44,M,Bronze,2020-07-18
4454,CUST-04454,Nomvula,Khumalo,customer4454@email.com,35-44,M,Bronze,2022-09-19
4455,CUST-04455,Sipho,Nkosi,customer4455@email.com,35-44,M,Bronze,2020-05-05
4456,CUST-04456,Yolanda,Coetzee,customer4456@email.com,18-24,F,Gold,2020-04-28
4457,CUST-04457,Zanele,Patel,customer4457@email.com,18-24,F,Bronze,2022-04-02
4458,CUST-04458,  Hendrik,Williams,customer4458@email.com,18-24,F,Bronze,2023-01-13
4459,CUST-04459,Michael,Tshabalala,customer4459@email.com,18-24,M,Silver,2022-01-22
4460,CUST-04460,HENDRIK,Mosia,customer4460@email.com,25-34,F,Bronze,2022-12-12
4461,CUST-04461,Rashid,Coetzee,customer4461@email.com,25-34,F,Bronze,2022-11-06
4462,CUST-04462,Zanele,van der Merwe,customer4462@email.com,45-54,F,Bronze,2023-11-30
4463,CUST-04463,Sipho,Pillay,customer4463@email.com,25-34,F,Silver,2019-11-18
4464,CUST-04464,Michael,Maluleke,customer4464@email.com,45-54,F,Bronze,2018-12-17
4465,CUST-04465,Aisha,Patel,customer4465@email.com,35-44,M,Silver,2023-07-14
4466,CUST-04466,Pieter,Naidoo,customer4466@email.com,55+,M,Silver,2023-11-17
4467,CUST-04467,Sanele,Tshabalala,customer4467@email.com,18-24,M,Bronze,2019-04-10
4468,CUST-04468,Thabo,Tshabalala,customer4468@email.com,35-44,F,Silver,2022-02-01
4469,CUST-04469,Nomvula,Nkosi,customer4469@email.com,35-44,M,Silver,2023-04-09
4470,CUST-04470,Hendrik,Mokoena,customer4470@email.com,18-24,F,Silver,2021-07-24
4471,CUST-04471,Bongani,mokoena,customer4471@email.com,45-54,F,Bronze,2019-01-07
4472,CUST-04472,Michael,Mokoena,customer4472@email.com,45-54,M,Silver,2019-05-30
4473,CUST-04473,Johan,Nkosi,customer4473@email.com,18-24,M,Bronze,2019-10-27
4474,CUST-04474,Brenda,Ndlovu,,55+,M,Gold,2018-09-18
4475,CUST-04475,Faith,Kruger,customer4475@email.com,18-24,F,Silver,2022-06-22
4476,CUST-04476,Sanele,Patel,customer4476@email.com,25-34,F,Gold,2021-01-15
4477,CUST-04477,Ayanda,Nkosi,customer4477@email.com,45-54,F,Bronze,2021-04-09
4478,CUST-04478,Zanele,Cele,customer4478@email.com,35-44,M,Gold,2022-10-09
4479,CUST-04479,Lerato,Visser,customer4479@email.com,55+,F,Bronze,2023-10-25
4480,CUST-04480,Lebo,Mosia,customer4480@email.com,35-44,M,Bronze,2022-05-21
4481,CUST-04481,Yolanda,Cele,customer4481@email.com,18-24,F,Platinum,2020-08-14
4482,CUST-04482,Yolanda,Mthembu,customer4482@email.com,18-24,M,Gold,2021-03-25
4483,CUST-04483,Hendrik,Khumalo,customer4483@email.com,45-54,M,Gold,2021-04-05
4484,CUST-04484,Pieter,Cele,customer4484@email.com,45-54,F,Silver,2018-07-06
4485,CUST-04485,Sanele,Reddy,customer4485@email.com,25-34,M,Bronze,2023-11-29
4486,CUST-04486,Pieter,Mosia,customer4486@email.com,35-44,F,Bronze,2023-06-24
4487,CUST-04487,Johan,Mthembu,customer4487@email.com,25-34,F,Platinum,2023-04-05
4488,CUST-04488,Andrew,Sithole,customer4488@email.com,25-34,M,Gold,2022-01-26
4489,CUST-04489,Rashid,Mosia,customer4489@email.com,45-54,M,Bronze,2020-05-27
4490,CUST-04490,Priya,Tshabalala,customer4490@email.com,35-44,M,Gold,2023-01-08
4491,CUST-04491,Andrew,Jacobs,customer4491@email.com,18-24,F,Silver,2021-12-22
4492,CUST-04492,Priya,Ndlovu,customer4492@email.com,45-54,M,Silver,2022-05-19
4493,CUST-04493,Nomvula,Tshabalala,customer4493@email.com,18-24,M,Silver,2022-10-11
4494,CUST-04494,Karabo,Mthembu,customer4494@email.com,25-34,F,Silver,2022-04-11
4495,CUST-04495,LEBO,Mabaso,customer4495@email.com,45-54,M,Bronze,2018-08-09
4496,CUST-04496,Faith,van der Merwe,customer4496@email.com,55+,M,Silver,2021-09-22
4497,CUST-04497,Aisha,Cele,customer4497@email.com,45-54,F,Silver,2021-09-10
4498,CUST-04498,AISHA,Jacobs,customer4498@email.com,45-54,M,Silver,2021-11-10
4499,CUST-04499,Thabo,Mosia,customer4499@email.com,25-34,F,Gold,2021-02-17
4500,CUST-04500,Ayanda,Sithole,customer4500@email.com,35-44,M,Platinum,2023-07-01
4501,CUST-04501,  Pieter,Reddy,customer4501@email.com,45-54,M,Silver,2018-05-23
4502,CUST-04502,Zanele,van der Merwe,customer4502@email.com,25-34,F,Bronze,2021-03-23
4503,CUST-04503,Yolanda,Reddy,customer4503@email.com,25-34,M,Platinum,2021-09-13
4504,CUST-04504,Faith,Ndlovu,customer4504@email.com,55+,M,Silver,2023-07-18
4505,CUST-04505,David,Reddy,customer4505@email.com,25-34,M,Silver,2019-09-03
4506,CUST-04506,Nthabiseng,Visser,customer4506@email.com,18-24,M,Bronze,2019-03-01
4507,CUST-04507,Lebo,Khumalo,customer4507@email.com,25-34,F,Silver,2018-07-01
4508,CUST-04508,Refilwe,Mthembu,customer4508@email.com,25-34,M,Bronze,2019-03-01
4509,CUST-04509,Sanele,Tshabalala,,25-34,F,Gold,2023-06-06
4510,CUST-04510,Yolanda,Visser,customer4510@email.com,25-34,M,Bronze,2021-05-31
4511,CUST-04511,Brenda,Mokoena,customer4511@email.com,25-34,F,Silver,2023-10-28
4512,CUST-04512,Thabo,van der Merwe,customer4512@email.com,25-34,F,Gold,2020-02-01
4513,CUST-04513,SIPHO,Pretorius,customer4513@email.com,18-24,M,Bronze,2022-03-06
4514,CUST-04514,Priya,Maluleke,customer4514@email.com,55+,M,Bronze,2020-10-06
4515,CUST-04515,Michael,Kruger,customer4515@email.com,18-24,M,Platinum,2019-05-21
4516,CUST-04516,Nomvula,Maluleke,customer4516@email.com,35-44,F,Bronze,2022-02-09
4517,CUST-04517,Michael,sithole,customer4517@email.com,35-44,M,Platinum,2021-12-29
4518,CUST-04518,Nomvula,Mthembu,customer4518@email.com,55+,M,Silver,2020-01-04
4519,CUST-04519,Mpho,Dlamini,customer4519@email.com,55+,M,Bronze,2023-05-26
4520,CUST-04520,Tumi,Sithole,customer4520@email.com,18-24,F,Platinum,2021-04-22
4521,CUST-04521,Rashid,Botha,customer4521@email.com,45-54,M,Gold,2022-09-01
4522,CUST-04522,Hendrik,Reddy,customer4522@email.com,45-54,M,Bronze,2018-10-10
4523,CUST-04523,Refilwe,Naidoo,customer4523@email.com,25-34,F,Gold,2019-04-13
4524,CUST-04524,Sipho,Botha,,45-54,M,Bronze,2020-05-30
4525,CUST-04525,Sarah,van der Merwe,customer4525@email.com,35-44,M,Bronze,2021-03-20
4526,CUST-04526,Brenda,Patel,customer4526@email.com,25-34,F,Silver,2021-05-07
4527,CUST-04527,Kagiso,Mthembu,customer4527@email.com,18-24,F,Bronze,2021-08-08
4528,CUST-04528,Sanele,Patel,customer4528@email.com,45-54,M,Bronze,2022-04-25
4529,CUST-04529,Thandi,Maluleke,,45-54,M,Platinum,2021-11-16
4530,CUST-04530,  Johan,Naidoo,customer4530@email.com,55+,F,Silver,2019-02-09
4531,CUST-04531,Yolanda,Visser,customer4531@email.com,55+,M,Platinum,2023-01-04
4532,CUST-04532,Bongani,Maluleke,customer4532@email.com,35-44,M,Bronze,2018-08-16
4533,CUST-04533,Priya,Mosia,customer4533@email.com,18-24,M,Gold,2019-12-15
4534,CUST-04534,Naledi,Kruger,customer4534@email.com,18-24,M,Bronze,2018-05-26
4535,CUST-04535,Hendrik,Mthembu,customer4535@email.com,45-54,F,Bronze,2018-08-02
4536,CUST-04536,Refilwe,Nkosi,customer4536@email.com,55+,F,Bronze,2021-06-21
4537,CUST-04537,Sipho,Mokoena,customer4537@email.com,35-44,F,Silver,2020-11-09
4538,CUST-04538,Michael,Pillay,customer4538@email.com,35-44,M,Bronze,2022-12-11
4539,CUST-04539,Sarah,Mokoena,customer4539@email.com,45-54,F,Bronze,2021-03-01
4540,CUST-04540,Mpho,Maluleke,,55+,F,Gold,2023-04-12
4541,CUST-04541,Lerato,Nkosi,customer4541@email.com,35-44,M,Gold,2022-04-23
4542,CUST-04542,Nthabiseng,Jacobs,customer4542@email.com,35-44,M,Bronze,2018-04-03
4543,CUST-04543,Mpho,Mokoena,customer4543@email.com,18-24,F,Gold,2020-11-17
4544,CUST-04544,Zanele,Sithole,customer4544@email.com,25-34,M,Gold,2022-05-06
4545,CUST-04545,Sipho,Mosia,customer4545@email.com,55+,F,Silver,2019-05-14
4546,CUST-04546,Brenda,Dlamini,customer4546@email.com,35-44,F,Silver,2020-11-06
4547,CUST-04547,Refilwe,Coetzee,customer4547@email.com,35-44,F,Bronze,2020-01-08
4548,CUST-04548,Nthabiseng,Williams,customer4548@email.com,45-54,M,Bronze,2020-09-18
4549,CUST-04549,Bongani,Reddy,customer4549@email.com,55+,F,Gold,2019-10-06
4550,CUST-04550,Ayanda,Naidoo,customer4550@email.com,55+,F,Bronze,2021-05-11
4551,CUST-04551,Hendrik,Mokoena,customer4551@email.com,45-54,M,Platinum,2020-11-10
4552,CUST-04552,Refilwe,Patel,customer4552@email.com,55+,M,Gold,2023-07-18
4553,CUST-04553,Brenda,Cele,customer4553@email.com,35-44,F,Bronze,2022-09-09
4554,CUST-04554,Michael,Pretorius,customer4554@email.com,55+,F,Bronze,2019-02-13
4555,CUST-04555,Sarah,Patel,customer4555@email.com,45-54,F,Gold,2023-02-18
4556,CUST-04556,Naledi,Cele,customer4556@email.com,25-34,F,Platinum,2022-02-03
4557,CUST-04557,Zanele,Patel,customer4557@email.com,55+,F,Platinum,2022-11-18
4558,CUST-04558,Priya,Mokoena,customer4558@email.com,18-24,F,Platinum,2019-04-24
4559,CUST-04559,Lebo,Coetzee,customer4559@email.com,45-54,M,Gold,2022-08-30
4560,CUST-04560,David,Mthembu,customer4560@email.com,35-44,M,Bronze,2019-03-31
4561,CUST-04561,Rashid,Maluleke,customer4561@email.com,18-24,M,Bronze,2022-02-04
4562,CUST-04562,Karabo,Smith,customer4562@email.com,45-54,F,Bronze,2021-08-06
4563,CUST-04563,Karabo,Pillay,customer4563@email.com,35-44,F,Gold,2021-01-07
4564,CUST-04564,Mpho,Mosia,customer4564@email.com,25-34,M,Platinum,2022-08-07
4565,CUST-04565,Mpho,Mosia,customer4565@email.com,55+,F,Bronze,2018-04-19
4566,CUST-04566,Faith,Mokoena,customer4566@email.com,25-34,F,Silver,2023-12-03
4567,CUST-04567,Refilwe,Naidoo,customer4567@email.com,25-34,F,Platinum,2021-01-21
4568,CUST-04568,Naledi,Mokoena,customer4568@email.com,45-54,F,Gold,2020-02-07
4569,CUST-04569,Hendrik,Smith,customer4569@email.com,25-34,F,Bronze,2021-03-15
4570,CUST-04570,Sipho,Sithole,customer4570@email.com,45-54,F,Gold,2023-05-13
4571,CUST-04571,Tumi,Mthembu,customer4571@email.com,55+,M,Silver,2018-09-22
4572,CUST-04572,Nomvula,Reddy,customer4572@email.com,35-44,M,Bronze,2019-12-13
4573,CUST-04573,Sipho,van der Merwe,customer4573@email.com,45-54,M,Bronze,2018-09-11
4574,CUST-04574,Sipho,Sithole,customer4574@email.com,55+,M,Bronze,2021-06-15
4575,CUST-04575,Nomvula,Cele,customer4575@email.com,35-44,F,Bronze,2019-12-21
4576,CUST-04576,Kagiso,Mokoena,customer4576@email.com,18-24,M,Silver,2019-04-28
4577,CUST-04577,Yolanda,Smith,customer4577@email.com,55+,F,Silver,2019-09-30
4578,CUST-04578,Hendrik,van der Merwe,customer4578@email.com,25-34,M,Platinum,2018-12-03
4579,CUST-04579,Nomvula,Botha,customer4579@email.com,45-54,F,Gold,2022-04-26
4580,CUST-04580,Refilwe,Mthembu,customer4580@email.com,45-54,F,Platinum,2020-05-01
4581,CUST-04581,Nthabiseng,Tshabalala,customer4581@email.com,25-34,F,Gold,2022-04-26
4582,CUST-04582,Brenda,Botha,customer4582@email.com,18-24,M,Platinum,2020-09-24
4583,CUST-04583,Michael,Sithole,customer4583@email.com,18-24,F,Bronze,2020-04-17
4584,CUST-04584,Karabo,Dlamini,customer4584@email.com,35-44,F,Gold,2019-08-20
4585,CUST-04585,Faith,Mosia,customer4585@email.com,45-54,M,Gold,2023-03-05
4586,CUST-04586,Tumi,Reddy,customer4586@email.com,55+,F,Silver,2019-12-04
4587,CUST-04587,Thabo,Pretorius,customer4587@email.com,18-24,F,Bronze,2018-12-08
4588,CUST-04588,Michael,Pillay,customer4588@email.com,35-44,M,Platinum,2022-04-10
4589,CUST-04589,Bongani,Smith,customer4589@email.com,25-34,M,Bronze,2018-07-25
4590,CUST-04590,Thandi,Mthembu,customer4590@email.com,25-34,F,Bronze,2018-10-10
4591,CUST-04591,Rashid,Mosia,customer4591@email.com,55+,M,Bronze,2022-11-29
4592,CUST-04592,Andrew,Pillay,customer4592@email.com,25-34,M,Gold,2022-02-24
4593,CUST-04593,Lerato,Mokoena,customer4593@email.com,25-34,M,Platinum,2022-12-20
4594,CUST-04594,Johan,Sithole,customer4594@email.com,35-44,M,Bronze,2023-03-04
4595,CUST-04595,Hendrik,Maluleke,customer4595@email.com,25-34,M,Gold,2018-01-28
4596,CUST-04596,Priya,Mosia,customer4596@email.com,55+,F,Platinum,2020-08-24
4597,CUST-04597,Lebo,Reddy,customer4597@email.com,55+,M,Silver,2021-03-31
4598,CUST-04598,Thabo,Nkosi,customer4598@email.com,35-44,M,Bronze,2019-10-15
4599,CUST-04599,Sarah,Nkosi,customer4599@email.com,45-54,M,Bronze,2022-10-13
4600,CUST-04600,Priya,Kruger,customer4600@email.com,35-44,F,Bronze,2018-06-19
4601,CUST-04601,Lerato,Williams,customer4601@email.com,18-24,M,Bronze,2021-10-20
4602,CUST-04602,Bongani,Botha,customer4602@email.com,18-24,M,Silver,2022-07-23
4603,CUST-04603,Naledi,Mabaso,customer4603@email.com,45-54,F,Silver,2023-07-19
4604,CUST-04604,Sipho,Naidoo,customer4604@email.com,45-54,F,Bronze,2021-07-21
4605,CUST-04605,Sanele,Mthembu,customer4605@email.com,55+,F,Gold,2022-05-04
4606,CUST-04606,Bongani,Mosia,customer4606@email.com,35-44,M,Gold,2021-10-14
4607,CUST-04607,Tumi,Mahlangu,customer4607@email.com,45-54,M,Bronze,2019-02-02
4608,CUST-04608,Kagiso,Mokoena,customer4608@email.com,45-54,M,Silver,2021-12-21
4609,CUST-04609,Thabo,Pillay,customer4609@email.com,35-44,F,Gold,2018-07-11
4610,CUST-04610,David,Nkosi,customer4610@email.com,25-34,F,Silver,2020-12-03
4611,CUST-04611,RASHID,Kruger,customer4611@email.com,35-44,M,Bronze,2018-09-23
4612,CUST-04612,Michael,Reddy,customer4612@email.com,35-44,F,Bronze,2023-09-20
4613,CUST-04613,David,Patel,customer4613@email.com,25-34,M,Silver,2021-04-22
4614,CUST-04614,  Naledi,Reddy,customer4614@email.com,35-44,M,Silver,2018-11-15
4615,CUST-04615,Karabo,Ndlovu,customer4615@email.com,45-54,F,Gold,2023-03-30
4616,CUST-04616,Pieter,Reddy,customer4616@email.com,18-24,M,Platinum,2021-08-13
4617,CUST-04617,BRENDA,Coetzee,customer4617@email.com,55+,M,Bronze,2019-03-31
4618,CUST-04618,Hendrik,Maluleke,customer4618@email.com,35-44,F,Silver,2022-02-15
4619,CUST-04619,Pieter,Pretorius,,45-54,M,Gold,2022-10-19
4620,CUST-04620,Lerato,Mabaso,customer4620@email.com,55+,M,Bronze,2021-05-11
4621,CUST-04621,Nomvula,Mokoena,customer4621@email.com,25-34,F,Silver,2023-01-28
4622,CUST-04622,Brenda,Williams,customer4622@email.com,18-24,M,Bronze,2021-02-22
4623,CUST-04623,Nthabiseng,Cele,customer4623@email.com,45-54,M,Bronze,2023-03-21
4624,CUST-04624,Thabo,Reddy,customer4624@email.com,25-34,F,Bronze,2023-12-20
4625,CUST-04625,Bongani,Mokoena,customer4625@email.com,18-24,F,Platinum,2018-06-07
4626,CUST-04626,Lebo,Mahlangu,customer4626@email.com,25-34,F,Bronze,2018-09-13
4627,CUST-04627,Andrew,Jacobs,customer4627@email.com,18-24,F,Gold,2022-04-01
4628,CUST-04628,Sarah,Patel,customer4628@email.com,25-34,F,Platinum,2022-06-13
4629,CUST-04629,Sipho,Patel,customer4629@email.com,25-34,M,Silver,2020-02-10
4630,CUST-04630,Aisha,Mahlangu,customer4630@email.com,45-54,F,Bronze,2018-03-22
4631,CUST-04631,Andrew,Maluleke,customer4631@email.com,18-24,M,Gold,2023-08-02
4632,CUST-04632,Hendrik,Smith,customer4632@email.com,45-54,F,Silver,2022-11-26
4633,CUST-04633,David,Pretorius,customer4633@email.com,18-24,M,Bronze,2020-08-05
4634,CUST-04634,Sarah,Dlamini,customer4634@email.com,55+,F,Bronze,2018-01-06
4635,CUST-04635,Naledi,Mthembu,customer4635@email.com,35-44,F,Silver,2018-01-22
4636,CUST-04636,Hendrik,Mabaso,customer4636@email.com,18-24,F,Silver,2020-09-20
4637,CUST-04637,Thandi,Patel,customer4637@email.com,35-44,F,Bronze,2022-10-09
4638,CUST-04638,Nomvula,Mokoena,customer4638@email.com,18-24,F,Silver,2018-07-24
4639,CUST-04639,Mpho,Smith,,25-34,F,Bronze,2021-03-04
4640,CUST-04640,Thandi,Pillay,,35-44,F,Bronze,2019-11-02
4641,CUST-04641,Thabo,Mokoena,customer4641@email.com,18-24,M,Bronze,2022-02-23
4642,CUST-04642,Mpho,Mahlangu,customer4642@email.com,35-44,M,Gold,2023-04-26
4643,CUST-04643,Karabo,van der Merwe,customer4643@email.com,35-44,M,Silver,2023-12-14
4644,CUST-04644,Thandi,Jacobs,,45-54,F,Gold,2018-01-14
4645,CUST-04645,Priya,Dlamini,customer4645@email.com,25-34,M,Silver,2020-05-21
4646,CUST-04646,Sarah,Mosia,customer4646@email.com,45-54,M,Silver,2020-12-22
4647,CUST-04647,Michael,Mabaso,customer4647@email.com,55+,M,Silver,2020-04-14
4648,CUST-04648,Sipho,Jacobs,customer4648@email.com,18-24,M,Silver,2021-05-20
4649,CUST-04649,Nomvula,Mabaso,customer4649@email.com,55+,M,Silver,2018-10-12
4650,CUST-04650,Naledi,Ndlovu,customer4650@email.com,25-34,M,Gold,2021-12-04
4651,CUST-04651,David,Tshabalala,customer4651@email.com,45-54,M,Bronze,2022-03-08
4652,CUST-04652,Sipho,Cele,customer4652@email.com,18-24,F,Silver,2020-08-11
4653,CUST-04653,Kagiso,Ndlovu,customer4653@email.com,25-34,M,Bronze,2018-07-09
4654,CUST-04654,Zanele,Patel,customer4654@email.com,25-34,M,Gold,2023-11-22
4655,CUST-04655,REFILWE,Pillay,customer4655@email.com,45-54,M,Bronze,2019-09-21
4656,CUST-04656,Thandi,Mokoena,customer4656@email.com,45-54,F,Silver,2022-04-04
4657,CUST-04657,Sipho,Visser,customer4657@email.com,45-54,F,Silver,2021-07-12
4658,CUST-04658,Nomvula,Coetzee,customer4658@email.com,18-24,M,Bronze,2023-12-11
4659,CUST-04659,Nomvula,Dlamini,customer4659@email.com,35-44,F,Silver,2019-11-27
